first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
RICKI,Bracknell,Senior Financial Analyst,Medium,470-14-9758,Home Gaurd Insurance,home insurance,9788,959,1678,National Bank,home insurance Deposit,4934,D,2021-07-21 00:00:00.000,Phone Banking
HERCULIE,Lugton,Structural Engineer,High,843-55-1226,Private Car Insurance,motor insurance,9398,687,3651,National Bank,motor insurance Deposit,5614,D,2021-07-21 00:00:00.000,Branch
HERCULIE,Lugton,Structural Engineer,High,843-55-1226,Private Car Insurance,motor insurance,8959,687,1951,National Bank,motor insurance Deposit,9801,D,2021-07-21 00:00:00.000,Branch
DEVINNE,Duiged,Cost Accountant,High,450-17-8011,Foreign Education Loan,educational loan,3992,830,3413,National Bank,educational loan Deposit,2332,D,2021-07-20 00:00:00.000,Branch
ALASTAIR,Lovejoy,General Manager,Medium,858-14-5514,Private Car Insurance,motor insurance,3754,235,4058,National Bank,motor insurance Deposit,23407,D,2021-07-20 00:00:00.000,Branch
ROSALINDA,Dionisi,Structural Analysis Engineer,High,545-08-7012,Super Saver Facility,fixed deposit,7346,213,1279,National Bank,fixed deposit Deposit,17655,D,2021-07-20 00:00:00.000,Branch
PADRIAC,Tune,Technical Writer,Low,894-93-9230,Foreign Education Loan,educational loan,1713,427,3138,National Bank,educational loan Deposit,5005,D,2021-07-20 00:00:00.000,Branch
TRIXIE,Caskey,Technical Writer,High,396-75-0822,Emergency Personal Loan,Personal Loan,99,892,1169,National Bank,Personal Loan Deposit,9227,D,2021-07-20 00:00:00.000,Branch
CORREY,Eliyahu,Administrative Officer,Low,856-22-3657,New Car Loan,car loan,8062,781,1269,National Bank,car loan Deposit,15170,D,2021-07-20 00:00:00.000,Phone Banking
ANNORA,O'Crigan,Database Administrator II,Low,800-31-6262,Home Gaurd Insurance,home insurance,4433,367,2669,National Bank,home insurance Deposit,22128,D,2021-07-20 00:00:00.000,Phone Banking
DEVINNE,Currom,Technical Writer,High,914-03-4274,Super Saver Facility,fixed deposit,9995,273,1149,National Bank,fixed deposit Deposit,21124,D,2021-07-20 00:00:00.000,Branch
CORREY,Eliyahu,Administrative Officer,Low,856-22-3657,New Car Loan,car loan,5512,781,1269,National Bank,car loan Deposit,15289,D,2021-07-20 00:00:00.000,Phone Banking
PADRIAC,Tune,Technical Writer,Low,894-93-9230,Platinum Times Card,credit card,10336,427,4462,Devify,Equities Withdrawal,23379,W,2021-07-20 00:00:00.000,Branch
DEVINNE,Duiged,Cost Accountant,High,450-17-8011,Foreign Education Loan,educational loan,9015,830,3413,National Bank,educational loan Deposit,20714,D,2021-07-20 00:00:00.000,Branch
KATHRYNE,Dulinty,Design Engineer,High,094-89-4124,Super Saver Facility,fixed deposit,8057,353,3884,National Bank,fixed deposit Deposit,5780,D,2021-07-20 00:00:00.000,Branch
KAREL,Stoter,Systems Administrator I,High,568-79-7354,Super Saver Savings Account,savings account,2018,64,4175,Youopia,savings account Withdrawal,7425,W,2021-07-19 00:00:00.000,Net Banking
MARGEAUX,Windibank,Research Assistant IV,Low,633-62-1968,Private Car Insurance,motor insurance,7070,6,1239,National Bank,motor insurance Deposit,4698,D,2021-07-19 00:00:00.000,Branch
KERI,Brinicombe,Compensation Analyst,High,252-12-8321,Super Saver Savings Account,savings account,3421,773,1438,Meemm,savings account Withdrawal,19041,W,2021-07-19 00:00:00.000,Net Banking
ZILVIA,Mulqueen,Teacher,Low,212-84-8824,Emergency Personal Loan,Personal Loan,1620,540,1908,National Bank,Personal Loan Deposit,16112,D,2021-07-19 00:00:00.000,Branch
WHITTAKER,Birkett,Senior Cost Accountant,High,155-65-8038,Private Car Insurance,motor insurance,10305,648,1850,National Bank,motor insurance Deposit,10180,D,2021-07-19 00:00:00.000,Branch
MARGARETTA,Armell,Marketing Manager,Medium,492-04-6831,Health Security Plan,health insurance,4393,843,4253,National Bank,health insurance Deposit,13279,D,2021-07-19 00:00:00.000,Branch
NANA,Nyland,Payment Adjustment Coordinator,Low,450-69-3494,Private Car Insurance,motor insurance,8553,21,2142,National Bank,motor insurance Deposit,23374,D,2021-07-19 00:00:00.000,Branch
RAB,Hastewell,VP Product Management,High,579-38-3228,Super Saver Savings Account,savings account,7633,806,463,Aibox,current account Withdrawal,17095,W,2021-07-18 00:00:00.000,Net Banking
TRIXY,Hugin,Sales Representative,Low,220-26-7495,Platinum Times Card,credit card,3362,915,3343,Vitz,Equities Withdrawal,14800,W,2021-07-18 00:00:00.000,Branch
JORI,Castleton,Environmental Tech,High,630-53-4237,Private Car Insurance,motor insurance,10549,889,1036,National Bank,motor insurance Deposit,11437,D,2021-07-18 00:00:00.000,Branch
GAUTHIER,Ballchin,Media Manager IV,Low,839-54-3711,Life Easy Health,life insurance,9608,525,4358,National Bank,life insurance Deposit,3798,D,2021-07-18 00:00:00.000,Branch
DOROTHEE,Caine,Senior Quality Engineer,High,502-03-1919,Diners Club Black,Equities,8019,380,3835,Yadel,credit card Withdrawal,22526,W,2021-07-17 00:00:00.000,Net Banking
EARLE,Luisetti,Accounting Assistant II,Medium,383-15-4664,Life Easy Health,life insurance,7655,268,1635,National Bank,life insurance Deposit,18682,D,2021-07-17 00:00:00.000,Branch
ROANNA,Studholme,Human Resources Assistant I,Medium,068-70-4756,New Car Loan,car loan,7343,798,3073,National Bank,car loan Deposit,16971,D,2021-07-17 00:00:00.000,Phone Banking
PAULO,Loosely,Mechanical Systems Engineer,Medium,119-39-7669,Emergency Personal Loan,Personal Loan,7097,926,1235,National Bank,Personal Loan Deposit,9514,D,2021-07-17 00:00:00.000,Branch
MITCHELL,Gealy,Electrical Engineer,High,780-32-3702,Platinum Times Card,credit card,6713,872,1765,Thoughtmix,Equities Withdrawal,23644,W,2021-07-17 00:00:00.000,Branch
HEDDA,Hartigan,Statistician IV,High,173-23-1943,Life Easy Health,life insurance,5051,743,2004,National Bank,life insurance Deposit,16333,D,2021-07-17 00:00:00.000,Branch
STAVRO,Bickers,Analog Circuit Design manager,Low,459-68-6899,Equities,Equities,10145,957,3956,Dynazzy,Equities Withdrawal,8638,W,2021-07-17 00:00:00.000,Branch
DALLI,Dumphy,Recruiting Manager,High,972-25-6805,Diners Club Black,credit card,10405,46,3529,Oyoba,mutual funds Withdrawal,4928,W,2021-07-17 00:00:00.000,Branch
PAULO,Loosely,Mechanical Systems Engineer,Medium,119-39-7669,Emergency Personal Loan,Personal Loan,4912,926,1235,National Bank,Personal Loan Deposit,22652,D,2021-07-17 00:00:00.000,Branch
ROANNA,Studholme,Human Resources Assistant I,Medium,068-70-4756,New Car Loan,car loan,2257,798,3073,National Bank,car loan Deposit,19801,D,2021-07-17 00:00:00.000,Phone Banking
PAULO,Loosely,Mechanical Systems Engineer,Medium,119-39-7669,Home Gaurd Insurance,home insurance,4462,926,4903,National Bank,home insurance Deposit,6053,D,2021-07-17 00:00:00.000,Phone Banking
CHRISSIE,Franchi,Nurse Practicioner,High,700-21-9893,New Car Loan,car loan,948,472,1968,National Bank,car loan Deposit,4343,D,2021-07-16 00:00:00.000,Phone Banking
RODRIGO,Warlaw,Legal Assistant,High,095-75-8141,Sweep In Facility,fixed deposit,334,523,3485,National Bank,fixed deposit Deposit,14152,D,2021-07-16 00:00:00.000,Branch
DANYA,Bridge,Structural Engineer,High,360-55-3959,Diners Club Black,credit card,5532,434,76,Yambee,credit card Withdrawal,9136,W,2021-07-16 00:00:00.000,Net Banking
DANYA,Bridge,Structural Engineer,High,360-55-3959,Diners Club Black,credit card,5448,434,76,Rhyloo,credit card Withdrawal,20022,W,2021-07-16 00:00:00.000,Net Banking
DANYA,Bridge,Structural Engineer,High,360-55-3959,Diners Club Black,credit card,2484,434,76,Yotz,credit card Withdrawal,23482,W,2021-07-16 00:00:00.000,Net Banking
DANYA,Bridge,Structural Engineer,High,360-55-3959,Diners Club Black,credit card,551,434,76,Devcast,credit card Withdrawal,2669,W,2021-07-16 00:00:00.000,Net Banking
CYNDI,Baitson,Structural Engineer,High,715-14-1790,Life Easy Health,life insurance,3850,880,2976,National Bank,life insurance Deposit,1550,D,2021-07-15 00:00:00.000,Branch
EMELITA,Raitt,Geological Engineer,Medium,468-59-2002,Life Easy Health,life insurance,2652,339,4437,National Bank,life insurance Deposit,6607,D,2021-07-15 00:00:00.000,Branch
DONAUGH,Holtham,Help Desk Technician,Low,437-44-6559,Critical Illness Platinum,health insurance,10699,689,1946,National Bank,health insurance Deposit,7523,D,2021-07-15 00:00:00.000,Branch
ISAIAH,Menault,Marketing Assistant,High,039-23-0186,Life Easy Health,life insurance,550,731,3758,National Bank,life insurance Deposit,16342,D,2021-07-15 00:00:00.000,Branch
GIRAUD,Hallsworth,Librarian,Low,625-69-9843,Jet Privilege World,credit card,9766,188,3100,Skimia,mutual funds Withdrawal,1946,W,2021-07-15 00:00:00.000,Branch
CARMELLE,Trapp,Compensation Analyst,Medium,527-52-7399,Health Security Plan,health insurance,6306,589,3877,National Bank,health insurance Deposit,22239,D,2021-07-14 00:00:00.000,Branch
FARAND,Lennard,Accounting Assistant III,Medium,154-97-1727,Regular Fixed Deposit,fixed deposit,10843,995,25,National Bank,fixed deposit Deposit,20133,D,2021-07-14 00:00:00.000,Branch
GERI,Mix,Help Desk Operator,Medium,442-41-9468,Emergency Personal Loan,Personal Loan,8841,518,2046,National Bank,Personal Loan Deposit,17576,D,2021-07-14 00:00:00.000,Branch
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Life Easy Health,life insurance,7853,914,3238,National Bank,life insurance Deposit,13607,D,2021-07-13 00:00:00.000,Branch
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Home Gaurd Insurance,home insurance,2571,914,51,National Bank,home insurance Deposit,19475,D,2021-07-13 00:00:00.000,Phone Banking
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Life Easy Health,life insurance,3638,914,3238,National Bank,life insurance Deposit,2657,D,2021-07-13 00:00:00.000,Branch
BRYANA,Cosslett,Senior Developer,Low,758-88-9021,Equities,Equities,6858,421,2721,Demizz,Equities Withdrawal,20916,W,2021-07-13 00:00:00.000,Branch
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Regular Fixed Deposit,fixed deposit,10753,914,1880,National Bank,fixed deposit Deposit,1116,D,2021-07-13 00:00:00.000,Branch
PIP,Grahlmans,Assistant Manager,Medium,037-42-0948,Emergency Personal Loan,Personal Loan,6268,140,4791,National Bank,Personal Loan Deposit,4014,D,2021-07-13 00:00:00.000,Branch
MAISON,Zoppo,Editor,Medium,795-93-6476,Diners Club Black,credit card,2977,259,1563,Zoonder,credit card Withdrawal,8503,W,2021-07-13 00:00:00.000,Net Banking
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Regular Fixed Deposit,fixed deposit,10986,914,1880,National Bank,fixed deposit Deposit,19648,D,2021-07-13 00:00:00.000,Branch
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Diners Club Black,Equities,5281,914,3840,Wikibox,credit card Withdrawal,13016,W,2021-07-13 00:00:00.000,Net Banking
SIBELLA,Thickins,Administrative Assistant IV,Medium,857-86-3215,Diners Club Black,credit card,2424,914,750,Demivee,credit card Withdrawal,1637,W,2021-07-13 00:00:00.000,Net Banking
PACORRO,Skevington,Environmental Tech,High,322-73-2005,Critical Illness Platinum,health insurance,4207,91,3764,National Bank,health insurance Deposit,9513,D,2021-07-10 00:00:00.000,Branch
ZANE,Barrett,Business Systems Development Analyst,Low,476-96-7525,Platinum Times Card,credit card,854,552,2462,Agivu,Equities Withdrawal,1494,W,2021-07-09 00:00:00.000,Branch
SIMONETTE,Burnep,Web Designer I,Low,202-88-4382,Life Easy Health,life insurance,189,686,4,National Bank,life insurance Deposit,20200,D,2021-07-09 00:00:00.000,Branch
NANCE,Megarry,Senior Sales Associate,Medium,775-66-0458,SavingsMax Account,savings account,641,732,4568,Devbug,current account Withdrawal,17569,W,2021-07-09 00:00:00.000,Phone Banking
JEAN,Jancy,Account Coordinator,Medium,212-43-2469,Franklin Templeton MF,mutual funds,9511,560,953,Eire,mutual funds Withdrawal,5427,W,2021-07-09 00:00:00.000,Branch
ZANE,Barrett,Business Systems Development Analyst,Low,476-96-7525,Platinum Times Card,credit card,8988,552,2462,Eimbee,Equities Withdrawal,1106,W,2021-07-09 00:00:00.000,Branch
ZEDEKIAH,Boothebie,Chemical Engineer,Medium,572-13-1287,Assured Home Loan,home loan,4457,613,1263,National Bank,home loan Deposit,8859,D,2021-07-09 00:00:00.000,Branch
JEAN,Jancy,Account Coordinator,Medium,212-43-2469,Franklin Templeton MF,mutual funds,4430,560,953,Linklinks,mutual funds Withdrawal,23031,W,2021-07-09 00:00:00.000,Branch
YOSHIKO,Brunskill,General Manager,Medium,171-24-2243,National Home Loan,home loan,8262,637,3517,National Bank,home loan Deposit,12785,D,2021-07-09 00:00:00.000,Branch
JULIAN,Croxton,Administrative Officer,Low,756-28-8515,Franklin Templeton MF,mutual funds,3792,263,4698,Vimbo,mutual funds Withdrawal,18621,W,2021-07-08 00:00:00.000,Branch
JULIAN,Croxton,Administrative Officer,Low,756-28-8515,Franklin Templeton MF,mutual funds,3729,263,4698,Demizz,mutual funds Withdrawal,12111,W,2021-07-08 00:00:00.000,Branch
ETHEL,Bearham,VP Quality Control,Low,267-09-7644,Super Saver Facility,fixed deposit,6211,54,722,National Bank,fixed deposit Deposit,8029,D,2021-07-08 00:00:00.000,Branch
PURCELL,Bravery,Programmer Analyst III,Low,776-52-1210,Life Easy Health,life insurance,4750,754,1933,National Bank,life insurance Deposit,11239,D,2021-07-08 00:00:00.000,Branch
ROSLYN,Chicco,Health Coach I,High,859-98-1938,SavingsMax Account,savings account,916,356,332,Reallinks,current account Withdrawal,1119,W,2021-07-07 00:00:00.000,Phone Banking
ROSLYN,Chicco,Health Coach I,High,859-98-1938,SavingsMax Account,savings account,10590,356,332,Meezzy,current account Withdrawal,12843,W,2021-07-07 00:00:00.000,Phone Banking
CHARIN,Barraclough,Marketing Manager,Medium,959-54-6870,New Car Loan,car loan,506,628,4432,National Bank,car loan Deposit,7815,D,2021-07-06 00:00:00.000,Phone Banking
BRYANA,Cosslett,Senior Developer,Low,758-88-9021,New Car Loan,car loan,10966,421,270,National Bank,car loan Deposit,5203,D,2021-07-06 00:00:00.000,Phone Banking
CHARIN,Barraclough,Marketing Manager,Medium,959-54-6870,Diners Club Black,credit card,889,628,4787,Podcat,mutual funds Withdrawal,20078,W,2021-07-06 00:00:00.000,Branch
CHARIN,Barraclough,Marketing Manager,Medium,959-54-6870,New Car Loan,car loan,5405,628,4432,National Bank,car loan Deposit,23198,D,2021-07-06 00:00:00.000,Phone Banking
MALLORY,Calbreath,Media Manager II,Medium,186-96-5441,Private Car Insurance,motor insurance,3032,309,1226,National Bank,motor insurance Deposit,15970,D,2021-07-06 00:00:00.000,Branch
CHARIN,Barraclough,Marketing Manager,Medium,959-54-6870,Diners Club Black,credit card,10847,628,4787,Oodoo,mutual funds Withdrawal,3638,W,2021-07-06 00:00:00.000,Branch
SOMERSET,Millett,Human Resources Assistant I,High,102-06-6629,Life Easy Health,life insurance,10758,556,2192,National Bank,life insurance Deposit,11023,D,2021-07-06 00:00:00.000,Branch
SOMERSET,Millett,Human Resources Assistant I,High,102-06-6629,Private Car Insurance,motor insurance,337,556,4079,National Bank,motor insurance Deposit,22249,D,2021-07-06 00:00:00.000,Branch
ODILLE,Fundell,Junior Executive,High,259-60-4650,Home Gaurd Insurance,home insurance,9906,293,4051,National Bank,home insurance Deposit,19302,D,2021-07-06 00:00:00.000,Phone Banking
CHARIN,Barraclough,Marketing Manager,Medium,959-54-6870,Life Easy Health,life insurance,2391,628,2710,National Bank,life insurance Deposit,19924,D,2021-07-06 00:00:00.000,Branch
SOMERSET,Millett,Human Resources Assistant I,High,102-06-6629,Emergency Personal Loan,Personal Loan,1192,556,1009,National Bank,Personal Loan Deposit,23696,D,2021-07-06 00:00:00.000,Branch
TATUM,Pirkis,Marketing Manager,High,516-38-7531,Diners Club Black,credit card,8797,270,2835,Gabtype,credit card Withdrawal,20904,W,2021-07-06 00:00:00.000,Phone Banking
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,Franklin Templeton MF,mutual funds,8138,882,2787,Yacero,mutual funds Withdrawal,13905,W,2021-07-05 00:00:00.000,Branch
HOLDEN,Putt,Financial Advisor,Medium,120-91-7262,SavingsMax Account,savings account,4027,476,1668,Yabox,savings account Withdrawal,15961,W,2021-07-05 00:00:00.000,Phone Banking
MALCOLM,Palmar,Nurse,Low,322-74-7825,Private Car Insurance,motor insurance,10921,629,1251,National Bank,motor insurance Deposit,15004,D,2021-07-05 00:00:00.000,Branch
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,Platinum Times Card,credit card,7625,882,1193,Yozio,Equities Withdrawal,5215,W,2021-07-05 00:00:00.000,Branch
HYMAN,Grafom,Statistician III,Medium,302-53-5674,Health Security Plan,health insurance,1801,479,3890,National Bank,health insurance Deposit,17211,D,2021-07-05 00:00:00.000,Branch
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,Home Gaurd Insurance,home insurance,6790,882,3997,National Bank,home insurance Deposit,24638,D,2021-07-05 00:00:00.000,Phone Banking
VIKKY,Baynham,Sales Associate,Low,552-26-0417,Critical Illness Platinum,health insurance,3154,161,385,National Bank,health insurance Deposit,11481,D,2021-07-05 00:00:00.000,Branch
ALFONSO,Antoons,Analyst Programmer,Medium,587-89-6757,Home Gaurd Insurance,home insurance,386,676,2833,National Bank,home insurance Deposit,12534,D,2021-07-05 00:00:00.000,Phone Banking
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,Foreign Education Loan,educational loan,5531,882,3244,National Bank,educational loan Deposit,14585,D,2021-07-05 00:00:00.000,Branch
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,Foreign Education Loan,educational loan,9483,882,3244,National Bank,educational loan Deposit,23776,D,2021-07-05 00:00:00.000,Branch
CARLEEN,Doumerc,GIS Technical Architect,High,844-99-4628,JPMorgan MF,mutual funds,9362,916,4461,Dynazzy,mutual funds Withdrawal,12395,W,2021-07-05 00:00:00.000,Branch
HOLDEN,Putt,Financial Advisor,Medium,120-91-7262,SavingsMax Account,savings account,4492,476,1668,Cogidoo,savings account Withdrawal,16120,W,2021-07-05 00:00:00.000,Phone Banking
LON,Hars,Statistician I,Low,481-63-5224,Equities,Equities,4258,358,2089,Topiczoom,Equities Withdrawal,23967,W,2021-07-05 00:00:00.000,Branch
PEPE,Wethey,Information Systems Manager,Low,241-56-5924,SavingsMax Account,savings account,2089,882,2759,Buzzster,current account Withdrawal,18667,W,2021-07-05 00:00:00.000,Phone Banking
ENGELBERT,Renzo,Junior Executive,Low,035-83-0298,Central Govt Scheme,educational loan,3077,322,2360,National Bank,educational loan Deposit,13408,D,2021-07-04 00:00:00.000,Branch
SHARRON,Wadelin,Executive Secretary,Low,597-37-2982,Life Easy Health,life insurance,5611,450,1931,National Bank,life insurance Deposit,4800,D,2021-07-04 00:00:00.000,Branch
TEDDY,Reichelt,Mechanical Systems Engineer,High,222-02-6167,Diners Club Black,credit card,8905,419,1076,Gabcube,credit card Withdrawal,22030,W,2021-07-04 00:00:00.000,Phone Banking
